reservation_no,trip_ids,person_no,vehicle_no,distance_to_station_origin,distance_to_station_destination,reservationfrom_sec,reservationto_sec,distance,start_station_no,end_station_no,drive_km,duration,reservationfrom,reservationto
231759,"[231755, 231756, 231757, 231759]",3462359,16,234.38199107979048,11902.058402184724,57441.66668223808,85112.15475183164,26068.758229042465,27,27,26.068758229042466,7.686246685998211,2019-01-01 15:57:21.666682238,2019-01-01 23:38:32.154751832
232532,[232532],3471046,17,380.260047056056,8316.115822509912,89648.38313572024,98056.31380204568,16453.012003885488,42,42,16.453012003885487,2.3355362962015067,2019-01-02 00:54:08.383135720,2019-01-02 03:14:16.313802046
234241,[234241],3490909,18,191.49708841752064,7412.747076846587,74638.19908957956,81323.02450905749,14719.45708917282,226,226,14.71945708917282,1.8568959498549804,2019-01-01 20:43:58.199089580,2019-01-01 22:35:23.024509057
234304,"[234303, 234304]",3491591,19,745.9162490428974,2669.056427947392,35083.060283032195,40099.0,2526.5897105686963,104,104,2.5265897105686963,1.3933165880466123,2019-01-01 09:44:43.060283032,2019-01-01 11:08:19.000000000
234700,"[234698, 234699, 234700]",3494774,20,139.49000427304506,8324.844122865696,64949.62935667431,75702.90318421325,16624.591604207937,147,147,16.624591604207936,2.987020507649706,2019-01-01 18:02:29.629356674,2019-01-01 21:01:42.903184213
235107,"[235106, 235107]",3496939,21,542.0376997924718,8025.673698792375,64650.80439768468,72354.5506407989,11789.675874915025,173,173,11.789675874915025,2.139929511976172,2019-01-01 17:57:30.804397685,2019-01-01 20:05:54.550640799
235714,"[235713, 235714]",3506373,22,432.3194052459493,14713.547985048122,55618.65726367554,65233.49454675291,29163.470653977867,151,151,29.163470653977868,2.670788134188159,2019-01-01 15:26:58.657263676,2019-01-01 18:07:13.494546753
237476,"[237475, 237476]",3515836,23,198.61564974441637,13357.587126138542,63019.23130149856,82675.60929702288,20059.590570889257,137,137,20.059590570889256,5.460104998756754,2019-01-01 17:30:19.231301499,2019-01-01 22:57:55.609297023
239343,"[239341, 239342, 239343]",3533855,24,8715.260840599321,166.71626496014736,54384.84753833135,69328.21452090469,49062.57753753922,143,143,49.06257753753922,4.150935272937038,2019-01-01 15:06:24.847538331,2019-01-01 19:15:28.214520905
240142,"[240141, 240141, 240142]",3535787,25,327.84808961805004,327.84808961805004,62101.272615432754,64332.0,12946.974356968503,11,11,12.946974356968504,0.6196464957131239,2019-01-01 17:15:01.272615433,2019-01-01 17:52:12.000000000
240153,"[240152, 240153]",3535800,26,538.6546850599678,194.13530657619407,32892.83992246969,60603.00262418283,11488.428249660294,228,228,11.488428249660291,7.697267417142539,2019-01-01 09:08:12.839922470,2019-01-01 16:50:03.002624183
240395,"[240390, 240391, 240392, 240393, 240394, 240395]",3536405,27,245.865270058534,245.865270058534,29056.70032846793,82562.0,27097.23072417655,149,149,27.097230724176548,14.86258324209224,2019-01-01 08:04:16.700328468,2019-01-01 22:56:02.000000000
240607,"[240606, 240607]",3537001,28,31.546586174038275,31.546586174038275,32478.982101367492,37321.0,26167.16385090291,65,65,26.16716385090291,1.3450049718423622,2019-01-01 09:01:18.982101367,2019-01-01 10:22:01.000000000
240655,"[240654, 240655]",3537069,29,340.5112141353909,340.5112141353909,21120.32609969491,60610.0,13602.05278625252,154,154,13.60205278625252,10.969353861195858,2019-01-01 05:52:00.326099695,2019-01-01 16:50:10.000000000
240766,"[240765, 240766]",3537396,30,177.24935535101702,44.3096778227994,55323.64567811857,64351.368109390176,6823.661762593614,6,6,6.823661762593615,2.5077006753532243,2019-01-01 15:22:03.645678119,2019-01-01 17:52:31.368109390
240912,"[240911, 240912]",3537794,31,454.31208392019886,454.31208392019886,23618.38695533566,58174.0,6544.80679623165,139,139,6.54480679623165,9.598781401295648,2019-01-01 06:33:38.386955336,2019-01-01 16:09:34.000000000
241185,"[241183, 241184, 241185]",3538516,32,585.4400485732328,402.6717904288154,46403.74517061347,76913.89563137366,18191.85751320189,221,221,18.19185751320189,8.475041794655608,2019-01-01 12:53:23.745170613,2019-01-01 21:21:53.895631374
241371,"[241369, 241370, 241371]",3538835,33,65.52139253460112,65.52139253460112,38440.37030551862,62759.0,4332.815513359508,55,55,4.332815513359508,6.7551749151337175,2019-01-01 10:40:40.370305519,2019-01-01 17:25:59.000000000
241459,"[241456, 241457, 241458, 241459]",3538970,34,170.65300657630792,260.05839484772935,65160.072081012055,79970.556452093,16463.870327591634,2,2,16.463870327591636,4.114023436411375,2019-01-01 18:06:00.072081012,2019-01-01 22:12:50.556452093
241489,"[241488, 241489]",3539019,35,285.00413900800714,285.00413900800714,48482.96661603895,66523.0,9445.371776695716,4,4,9.445371776695715,5.0111203844336245,2019-01-01 13:28:02.966616039,2019-01-01 18:28:43.000000000
241740,"[241738, 241739, 241740]",3539899,36,243.32269103569087,243.32269103569087,58565.19669589414,64488.0,22769.77636730793,35,35,22.76977636730793,1.6452231400294053,2019-01-01 16:16:05.196695894,2019-01-01 17:54:48.000000000
242020,"[242019, 242020]",3540718,37,1481.0680904718097,260.2632539804319,64907.58950610061,69734.529832936,6643.913171109298,203,203,6.643913171109298,1.3408167574542738,2019-01-01 18:01:47.589506101,2019-01-01 19:22:14.529832936
242309,"[242308, 242309]",3541247,38,158.42898618565638,153.13907643948338,72456.14962122597,98280.35445148344,25694.10668226433,226,226,25.694106682264326,7.173390230627075,2019-01-01 20:07:36.149621226,2019-01-02 03:18:00.354451483
242886,"[242885, 242886]",3542765,39,128.09952615456572,128.09952615456572,37579.47121906833,67443.0,12875.799470324164,184,184,12.875799470324164,8.295424661369909,2019-01-01 10:26:19.471219068,2019-01-01 18:44:03.000000000
242969,"[242968, 242969]",3542974,40,257.3990910813847,244.83932074590044,31806.897243691303,52393.209068608034,32357.59236332194,204,204,32.35759236332194,5.718419951365759,2019-01-01 08:50:06.897243691,2019-01-01 14:33:13.209068608
243409,"[243407, 243408, 243409]",3544101,41,67.20671941107744,67.20671941107744,20412.81470626264,38351.0,33565.47262615475,13,13,33.56547262615475,4.982829248260377,2019-01-01 05:40:12.814706263,2019-01-01 10:39:11.000000000
243769,"[243764, 243765, 243766, 243767, 243768, 243769]",3545116,42,1295.0526463546037,121.58283479952604,41441.88862585305,65245.38642033266,22604.334428101694,50,50,22.604334428101694,6.612082720688781,2019-01-01 11:30:41.888625853,2019-01-01 18:07:25.386420333
244539,"[244538, 244539]",3547185,43,74.01602699295454,74.01602699295454,49787.17786819011,55216.0,9133.94810583025,191,191,9.13394810583025,1.5080061477249689,2019-01-01 13:49:47.177868190,2019-01-01 15:20:16.000000000
244550,"[244546, 244547, 244548, 244549, 244550]",3547215,44,2081.96299892622,260.3714709660788,37366.34257576904,70609.84618312518,13448.15345662128,158,158,13.44815345662128,9.234306557598927,2019-01-01 10:22:46.342575769,2019-01-01 19:36:49.846183125
244670,"[244669, 244670]",3547482,45,81.06035870316909,81.06035870316909,33812.62106301448,40961.0,31899.414916264526,23,23,31.89941491626453,1.985660815829312,2019-01-01 09:23:32.621063014,2019-01-01 11:22:41.000000000
244839,"[244838, 244839]",3547829,46,3433.6102216953864,127.72262697835468,61475.80357706278,87003.48070071837,8448.922460820166,67,67,8.448922460820166,7.091021423237663,2019-01-01 17:04:35.803577063,2019-01-02 00:10:03.480700718
245260,"[245259, 245260]",3548667,47,520.4931543359044,177.3695937086943,62596.66308418316,83063.54943869614,8646.740994597505,120,120,8.646740994597504,5.685246209586938,2019-01-01 17:23:16.663084183,2019-01-01 23:04:23.549438696
245745,"[245742, 245743, 245744, 245745]",3549739,48,159.01991139195206,159.01991139195206,58215.83382525485,73891.0,19283.74856004136,64,64,19.28374856004136,4.354212826318098,2019-01-01 16:10:15.833825255,2019-01-01 20:31:31.000000000
245969,"[245968, 245969]",3550134,49,337.1967616322899,275.8145131305751,53168.27724410275,61366.24325272955,23071.478840709548,11,11,23.07147884070955,2.2772127801741124,2019-01-01 14:46:08.277244103,2019-01-01 17:02:46.243252730
246061,"[246058, 246059, 246060, 246061]",3550314,50,350.41876650579775,350.41876650579775,22613.319353251023,59457.0,7355.544732219796,60,60,7.355544732219796,10.23435573520805,2019-01-01 06:16:53.319353251,2019-01-01 16:30:57.000000000
246110,"[246109, 246110]",3550497,51,1725.0819354664904,281.05709133978746,47524.3182545079,55896.97147432964,7324.712373613518,52,52,7.324712373613518,2.3257370055060367,2019-01-01 13:12:04.318254508,2019-01-01 15:31:36.971474330
246122,[246122],3550532,52,2110.0106702743965,145.2048514989478,39858.74727093061,46930.26773386651,8211.843459297066,206,206,8.211843459297066,1.9643112397044165,2019-01-01 11:04:18.747270931,2019-01-01 13:02:10.267733867
246151,"[246150, 246151]",3550586,53,225.34204007387208,225.34204007387208,67024.81293501302,77751.0,31282.974027416258,28,28,31.28297402741626,2.979496406940828,2019-01-01 18:37:04.812935013,2019-01-01 21:35:51.000000000
246172,[246172],3550657,54,245.06285806579007,87.8462295069059,44016.100059511446,49253.24124246054,5401.388062341012,40,40,5.401388062341012,1.4547614397080826,2019-01-01 12:13:36.100059511,2019-01-01 13:40:53.241242461
246309,"[246308, 246309]",3550986,55,356.72298840035234,733.0050966739345,16396.919445125714,55232.0,46036.52663541576,215,215,46.03652663541576,10.787522376353968,2019-01-01 04:33:16.919445126,2019-01-01 15:20:32.000000000
246350,"[246347, 246348, 246349, 246350]",3551088,56,137.90950999834206,137.90950999834206,29141.311120291488,74467.0,31335.059397458357,26,26,31.335059397458352,12.590469133252364,2019-01-01 08:05:41.311120291,2019-01-01 20:41:07.000000000
246393,"[246392, 246393]",3551255,57,359.33566837248816,359.33566837248816,14736.27779005218,44901.0,17908.950276328313,84,84,17.908950276328312,8.379089502763282,2019-01-01 04:05:36.277790052,2019-01-01 12:28:21.000000000
246715,"[246713, 246715]",3552241,58,501.1738302076616,79.92959379525936,44588.01515823066,66235.11434163949,6246.753062430277,74,74,6.246753062430277,6.013083106502452,2019-01-01 12:23:08.015158231,2019-01-01 18:23:55.114341639
246809,"[246807, 246808, 246809]",3552470,59,157.93910064669217,157.93910064669217,45748.26447898935,58446.0,23445.069150047868,20,20,23.445069150047868,3.527148755836291,2019-01-01 12:42:28.264478989,2019-01-01 16:14:06.000000000
247073,"[247071, 247072, 247073]",3553050,60,186.4495237740972,87.35526631311575,62996.242132258434,89265.33263811984,25506.062470289377,157,157,25.506062470289372,7.296969584961502,2019-01-01 17:29:56.242132258,2019-01-02 00:47:45.332638120
247407,"[247403, 247404, 247405, 247406, 247407]",3554094,61,161.1540401982015,161.1540401982015,23686.23914036533,59442.0,16288.86013242201,7,7,16.28886013242201,9.932155794342965,2019-01-01 06:34:46.239140365,2019-01-01 16:30:42.000000000
247590,"[247589, 247590]",3554562,62,154.87067485649484,154.87067485649484,60817.55549488802,82686.0,15790.12514199935,172,172,15.790125141999347,6.07456791808666,2019-01-01 16:53:37.555494888,2019-01-01 22:58:06.000000000
247801,"[247800, 247801]",3555191,63,145.44366123240778,145.44366123240778,72362.72103898683,75334.0,40868.86002814368,94,94,40.86886002814368,0.8253552669481036,2019-01-01 20:06:02.721038987,2019-01-01 20:55:34.000000000
247921,"[247920, 247921]",3555467,64,228.73090576769204,228.73090576769204,63207.96489142331,68467.0,4417.641904908092,174,174,4.417641904908092,1.460843085715747,2019-01-01 17:33:27.964891423,2019-01-01 19:01:07.000000000
248118,"[248117, 248118]",3555996,65,350.54447032987264,350.54447032987264,41818.93882354274,42958.0,8307.254901590537,50,50,8.307254901590538,0.316405882349239,2019-01-01 11:36:58.938823543,2019-01-01 11:55:58.000000000
248295,"[248294, 248295]",3556387,66,19.53039649037436,19.53039649037436,29872.0555329451,72910.0,12165.12408485832,115,115,12.16512408485832,11.954984574181916,2019-01-01 08:17:52.055532945,2019-01-01 20:15:10.000000000
248610,"[248606, 248607, 248608, 248609, 248610]",3557031,67,1089.7593192939703,168.40085285320006,35326.48090954165,78126.2881698469,21660.334194490784,52,52,21.660334194490783,11.888835350084792,2019-01-01 09:48:46.480909542,2019-01-01 21:42:06.288169847
248799,"[248798, 248799]",3557460,68,188.49293635257425,169.78378907724718,29096.588777768706,84001.10663472518,12427.95217488044,38,38,12.42795217488044,15.251254960265689,2019-01-01 08:04:56.588777769,2019-01-01 23:20:01.106634725
249528,"[249527, 249528]",3559526,69,162.58116921876237,176.2115906863454,62490.91583553075,77562.62007237,23497.320475389628,87,87,23.49732047538963,4.186584510233125,2019-01-01 17:21:30.915835531,2019-01-01 21:32:42.620072370
249746,"[249745, 249746]",3560197,70,187.8059875036325,187.8059875036325,36582.52977987655,44695.0,8679.72833676262,9,9,8.67972833676262,2.253463950034293,2019-01-01 10:09:42.529779876,2019-01-01 12:24:55.000000000
249953,"[249952, 249953]",3560715,71,288.3096562244684,288.3096562244684,29431.55951124383,47047.0,47651.12468767133,14,14,47.65112468767133,4.89317791354338,2019-01-01 08:10:31.559511244,2019-01-01 13:04:07.000000000
250336,[250336],3561737,72,448.6213797344556,330.1302829491948,40872.57127772945,48207.71437353949,5992.065587090982,187,187,5.992065587090982,2.037539748836124,2019-01-01 11:21:12.571277729,2019-01-01 13:23:27.714373539
250400,"[250397, 250398, 250399, 250400]",3561884,73,292.1887807221951,300.80739416018366,52282.99206337983,74525.58761706177,19128.06853856934,25,25,19.12806853856934,6.17849876491165,2019-01-01 14:31:22.992063380,2019-01-01 20:42:05.587617062
250448,"[250447, 250448]",3561960,74,165.63401062366464,165.63401062366464,54412.913327147886,63156.0,17863.51869033646,4,4,17.86351869033646,2.428635186903365,2019-01-01 15:06:52.913327148,2019-01-01 17:32:36.000000000
250686,"[250685, 250686]",3562685,75,176.82390227417417,176.82390227417417,34799.49976713146,52387.0,21875.00646857047,18,18,21.875006468570472,4.885416731352371,2019-01-01 09:39:59.499767131,2019-01-01 14:33:07.000000000
250950,"[250948, 250949, 250950]",3563393,76,3326.2988709084434,168.10113271618434,43069.86828647753,63214.0,14599.482282530273,225,225,14.599482282530271,5.59559214264513,2019-01-01 11:57:49.868286478,2019-01-01 17:33:34.000000000
251045,"[251044, 251045]",3563677,77,229.9172357776687,229.9172357776687,35890.92511019398,83550.0,7196.524716833814,131,131,7.196524716833814,13.238631913835006,2019-01-01 09:58:10.925110194,2019-01-01 23:12:30.000000000
251161,"[251161, 251161]",3564042,78,1029.2374384893742,353.096679402642,41684.91806007692,48854.29788971256,13391.16499786333,24,24,13.39116499786333,1.9914943971210115,2019-01-01 11:34:44.918060077,2019-01-01 13:34:14.297889713
251278,"[251277, 251278]",3564303,79,116.16576084754914,116.16576084754914,35187.30833405536,43835.0,23546.99072068446,13,13,23.54699072068446,2.402136573873512,2019-01-01 09:46:27.308334055,2019-01-01 12:10:35.000000000
251287,[251287],3564311,80,406.34354199964514,96.1079620488332,34812.89326019536,42659.70784729873,6307.038052842237,187,187,6.307038052842238,2.179670718639825,2019-01-01 09:40:12.893260195,2019-01-01 11:50:59.707847299
251359,"[251354, 251356, 251357, 251359]",3564534,81,83.31384928733357,83.31384928733357,25923.98892351857,60774.0,65089.42780785317,178,178,65.08942780785317,9.680558632355952,2019-01-01 07:12:03.988923519,2019-01-01 16:52:54.000000000
251449,"[251448, 251449]",3564740,82,154.8119844913609,154.8119844913609,21365.70808550195,77398.0,14785.88651383474,57,57,14.78588651383474,15.564525531805014,2019-01-01 05:56:05.708085502,2019-01-01 21:29:58.000000000
251716,"[251715, 251716]",3565398,46,360.9056112179779,360.9056112179779,22685.52157500145,61158.0,23679.956249959585,67,67,23.679956249959584,10.686799562499596,2019-01-01 06:18:05.521575001,2019-01-01 16:59:18.000000000
251731,"[251729, 251730, 251731]",3565413,83,136.3613482588901,136.3613482588901,56046.00974578594,63237.0,21662.860758254512,78,78,21.662860758254517,1.9974972928372396,2019-01-01 15:34:06.009745786,2019-01-01 17:33:57.000000000
251904,"[251903, 251904]",3565879,84,475.7423192754784,475.7423192754784,57325.91084875984,61955.0,11919.143090004416,21,21,11.919143090004416,1.2858580975667104,2019-01-01 15:55:25.910848760,2019-01-01 17:12:35.000000000
251979,"[251977, 251978, 251979]",3566078,85,223.2057802581456,223.2057802581456,69043.03478041351,88690.0,20611.71384381768,210,210,20.61171384381768,5.457490338774025,2019-01-01 19:10:43.034780414,2019-01-02 00:38:10.000000000
252436,"[252434, 252435, 252436]",3567124,86,428.7394356046895,454.4138722182909,36515.94111066614,82410.0930583314,299952.10785204463,148,148,299.9521078520446,12.74837554101813,2019-01-01 10:08:35.941110666,2019-01-01 22:53:30.093058331
252561,"[252560, 252561]",3567446,87,231.3720107355948,231.3720107355948,61091.28931550253,70475.0,18991.963458263075,35,35,18.99196345826308,2.606586301249297,2019-01-01 16:58:11.289315503,2019-01-01 19:34:35.000000000
252852,"[252851, 252852]",3568214,88,102.61888424108056,102.61888424108056,41042.596893315866,67177.0,9288.975185670375,91,91,9.288975185670376,7.25955641852337,2019-01-01 11:24:02.596893316,2019-01-01 18:39:37.000000000
252904,"[252903, 252904]",3568380,89,2054.7483470126635,109.92714410628412,45332.6864652777,52422.25321457,8361.13881871509,42,42,8.361138818715089,1.9693240970256372,2019-01-01 12:35:32.686465278,2019-01-01 14:33:42.253214570
253105,[253105],3568945,90,3616.0729372862174,123.3737051109835,80121.94147106215,87751.39315649154,7334.146235247836,156,156,7.334146235247836,2.1192921348414973,2019-01-01 22:15:21.941471062,2019-01-02 00:22:31.393156492
253246,"[253245, 253246]",3569209,59,153.90870196216696,153.90870196216696,38122.2792736542,43289.0,41853.35350960542,20,20,41.85335350960542,1.4352002017627217,2019-01-01 10:35:22.279273654,2019-01-01 12:01:29.000000000
253250,"[253248, 253249, 253250]",3569209,91,277.09284221482824,153.90870196216696,60991.45156894325,72150.77463343732,17765.74771321637,192,192,17.76574771321637,3.0998119623594644,2019-01-01 16:56:31.451568943,2019-01-01 20:02:30.774633437
253275,"[253274, 253275]",3569277,92,979.116888907478,165.62199546728797,62646.49622150071,69743.92040006642,11412.599361988185,95,95,11.412599361988184,1.971506716268252,2019-01-01 17:24:06.496221501,2019-01-01 19:22:23.920400066
254308,[254308],3572368,93,1777.0960122715112,36.57167698669052,83027.62514766339,92140.05690472652,5074.650726897369,72,72,5.074650726897369,2.5312310436286456,2019-01-01 23:03:47.625147663,2019-01-02 01:35:40.056904727
254661,"[254660, 254661]",3573109,94,93.64471503719236,93.64471503719236,24443.81685110017,64991.0,9643.97635832855,109,109,9.64397635832855,11.263106430249954,2019-01-01 06:47:23.816851100,2019-01-01 18:03:11.000000000
254731,"[254730, 254731]",3573318,95,15.14270910635571,15.14270910635571,56966.53464744167,89367.0,48346.259793287005,29,29,48.34625979328701,9.000129264599538,2019-01-01 15:49:26.534647442,2019-01-02 00:49:27.000000000
254736,"[254733, 254734, 254735, 254736]",3573323,96,230.29327303777083,230.29327303777083,17698.966635135355,68099.0,15117.280406365084,200,200,15.117280406365085,14.000009268017957,2019-01-01 04:54:58.966635135,2019-01-01 18:54:59.000000000
255895,"[255894, 255895]",3576251,97,87.38038390701352,87.38038390701352,69760.34638671523,80595.0,42629.267035688055,81,81,42.62926703568805,3.009626003690214,2019-01-01 19:22:40.346386715,2019-01-01 22:23:15.000000000
256259,"[256258, 256259]",3577225,98,282.84384753335706,282.84384753335706,34033.029690444586,42514.0,18915.841932094903,34,34,18.915841932094903,2.355825085987615,2019-01-01 09:27:13.029690445,2019-01-01 11:48:34.000000000
256880,"[256879, 256880]",3578600,99,159.8581074859829,159.8581074859829,65344.251216829696,76471.0,42409.688421397295,177,177,42.4096884213973,3.09076355088064,2019-01-01 18:09:04.251216830,2019-01-01 21:14:31.000000000
257014,"[257013, 257014]",3578980,100,338.4911402442372,338.4911402442372,62570.8181952249,65767.0,30449.494577086167,196,196,30.449494577086167,0.8878282791041946,2019-01-01 17:22:50.818195225,2019-01-01 18:16:07.000000000
257090,"[257089, 257090]",3579076,101,235.8989713040473,432.0012381949685,70477.14277474744,95650.90990901984,7712.133652050143,182,182,7.7121336520501425,6.992713092853442,2019-01-01 19:34:37.142774747,2019-01-02 02:34:10.909909020
257275,"[257274, 257275]",3579505,102,157.42359473314673,157.42359473314673,24824.75945296503,63799.0,24284.45963986022,43,43,24.28445963986022,10.826177929731935,2019-01-01 06:53:44.759452965,2019-01-01 17:43:19.000000000
257311,"[257310, 257311]",3579591,103,71.74518198503655,71.74518198503655,49935.87985772432,58414.0,18836.670618769123,65,65,18.836670618769123,2.3550333728543573,2019-01-01 13:52:15.879857724,2019-01-01 16:13:34.000000000
257667,"[257666, 257667]",3580593,104,173.69644159541826,173.69644159541826,72406.52784431273,83649.0,45624.22654686872,0,0,45.62422654686872,3.1229089321353523,2019-01-01 20:06:46.527844313,2019-01-01 23:14:09.000000000
258012,"[258010, 258011, 258012]",3581293,105,145.46673020337744,145.46673020337744,40150.4400231052,53136.0,21664.45887800601,20,20,21.664458878006013,3.6070999935818895,2019-01-01 11:09:10.440023105,2019-01-01 14:45:36.000000000
258186,"[258185, 258186]",3581722,106,190.5681633719753,190.5681633719753,59626.10612301531,62421.0,10969.274360685851,25,25,10.969274360685851,0.7763594102735261,2019-01-01 16:33:46.106123015,2019-01-01 17:20:21.000000000
258370,"[258368, 258369, 258370]",3582244,107,539.9777204271821,539.9777204271821,58347.4822227198,82074.0,9784.027386108552,17,17,9.784027386108551,6.590699382577833,2019-01-01 16:12:27.482222720,2019-01-01 22:47:54.000000000
258547,"[258546, 258547]",3582745,108,77.69127719718945,77.69127719718945,33034.484397775734,35874.0,3875.433395118538,146,146,3.875433395118538,0.7887543339511851,2019-01-01 09:10:34.484397776,2019-01-01 09:57:54.000000000
258757,"[258753, 258754, 258755, 258756, 258757]",3583338,109,376.0527254026508,376.0527254026508,47897.28212556363,55950.0,14021.401293097912,18,18,14.021401293097911,2.236866076232325,2019-01-01 13:18:17.282125564,2019-01-01 15:32:30.000000000
258917,"[258916, 258917]",3583726,110,3832.3638424749706,128.9264092100772,58202.310286828295,68400.58970148179,22980.98758202793,50,50,22.98098758202793,2.832855392959304,2019-01-01 16:10:02.310286828,2019-01-01 19:00:00.589701482
259057,"[259056, 259057]",3584019,111,1115.781870725427,117.38744689777585,49557.71387467903,57253.67251168975,16599.891562382632,98,98,16.59989156238263,2.137766288058533,2019-01-01 13:45:57.713874679,2019-01-01 15:54:13.672511690
259361,"[259359, 259360, 259361]",3584696,112,374.5256276971487,374.5256276971487,27329.706538605245,64997.0,34681.00612146797,195,195,34.68100612146797,10.463137072609657,2019-01-01 07:35:29.706538605,2019-01-01 18:03:17.000000000
259363,"[259362, 259363]",3584696,112,374.5256276971487,374.5256276971487,70509.95171124738,85997.0,30195.785798683897,195,195,30.195785798683897,4.301957857986838,2019-01-01 19:35:09.951711247,2019-01-01 23:53:17.000000000
259532,"[259531, 259532]",3585128,113,231.135946587844,231.135946587844,55737.60305271659,57857.0,17205.470757872336,65,65,17.205470757872334,0.5887213742453908,2019-01-01 15:28:57.603052717,2019-01-01 16:04:17.000000000
259992,"[259987, 259989, 259990, 259992]",3586434,114,74.64001606847,74.64001606847,24394.20065919245,59400.0,67808.69218631764,37,37,67.80869218631764,9.72383315022432,2019-01-01 06:46:34.200659192,2019-01-01 16:30:00.000000000
260553,"[260552, 260553]",3587742,115,58.5469236490291,58.5469236490291,35386.040277060136,36750.0,16221.103414996158,108,108,16.221103414996158,0.3788777008166289,2019-01-01 09:49:46.040277060,2019-01-01 10:12:30.000000000
260678,"[260673, 260674, 260675, 260676, 260677, 260678]",3587964,116,174.1738996418427,500.5215167761584,48700.65196798087,84630.80589544756,23238.605803262497,170,170,23.238605803262494,9.98059831318519,2019-01-01 13:31:40.651967981,2019-01-01 23:30:30.805895448
260807,"[260804, 260805, 260806, 260807]",3588283,117,218.9171010277919,154.2899600557699,50637.91000350568,70689.9434534193,56354.28842823981,21,21,56.354288428239805,5.570009291642672,2019-01-01 14:03:57.910003506,2019-01-01 19:38:09.943453419
